Date,EMU,FAR EAST,JAPAN,NORTH AMERICA,PACIFIC ex JAPAN
28/07/2003,270.95,1775.46,1750.72,1007.77,553.5
29/07/2003,269.67,1772.62,1747.57,1000.74,552.37
30/07/2003,268.22,1730.67,1702.32,998.43,542.8
31/07/2003,268.49,1725,1696.57,1001.25,542.71
01/08/2003,265.34,1737.58,1708.5,991.5,549.6
04/08/2003,265.24,1715.85,1685.74,993.78,544.87
05/08/2003,267.64,1705.83,1676.9,976.5,541.61
06/08/2003,264.02,1692.89,1665.44,977.35,540.66
07/08/2003,264.49,1700.2,1672.41,985.01,543.73
08/08/2003,264.67,1701.09,1672.86,988.74,546.71
11/08/2003,266.24,1732.09,1704.62,992.43,550.83
12/08/2003,267.31,1742.5,1713.77,1001.95,552.27
13/08/2003,267.85,1766.36,1736.76,995.81,556.97
14/08/2003,270.93,1795.95,1767.5,1001.97,557.35
15/08/2003,271.27,1793,1764.4,1002.29,558.29
18/08/2003,271.56,1812.14,1782.2,1011.33,561.46
19/08/2003,270.76,1836.41,1808.9,1013.78,561.37
20/08/2003,270.39,1872.74,1848.04,1011.88,565.55
21/08/2003,269.27,1896.59,1869.84,1014.61,565.74
22/08/2003,267.86,1896.05,1866.85,1004.44,566.74
25/08/2003,266.22,1885.3,1855.18,1005.03,566.32
26/08/2003,263.03,1887.32,1859.54,1008.1,560.22
27/08/2003,265.59,1881.53,1853.6,1008.34,557.67
28/08/2003,267.54,1874.57,1845.43,1014.54,559.52
29/08/2003,268.24,1903.58,1875.1,1019.8,565.75
01/09/2003,272.32,1952.47,1927.09,1019.98,566.62
02/09/2003,269.54,1962.05,1937.52,1033.46,566.31
03/09/2003,273.01,1978.09,1952.08,1037.6,566.92
04/09/2003,274.36,1960.13,1931.74,1039.92,568.94
05/09/2003,275.8,1958.79,1930.47,1033.78,570.13
08/09/2003,279.41,1962.49,1934.61,1044.17,573.76
09/09/2003,278.08,1996.72,1976.11,1035.58,576.57
10/09/2003,274.65,1976.06,1957.75,1023.01,571.06
11/09/2003,274.97,1940.75,1915.8,1028.31,571.74
12/09/2003,275.51,1969.47,1947.82,1030.52,573.26
15/09/2003,276.39,1969.28,1945.83,1026.22,575.65
16/09/2003,276.76,2020.15,2000.91,1040.55,575.52
17/09/2003,278.63,2041.15,2022.08,1037.31,580.88
18/09/2003,281.07,2065.06,2049.75,1050.6,581.83
19/09/2003,280.81,2068.48,2056.34,1047.79,581.27
22/09/2003,277.21,2044.09,2029.54,1034.74,584.06
23/09/2003,275.49,2054.47,2037.83,1041.07,583.7
24/09/2003,273.63,2061.83,2037.79,1021.8,593.74
25/09/2003,273.1,2014.08,1986.2,1015.27,590.78
26/09/2003,270.23,2013.08,1985.17,1008.32,586.92
29/09/2003,270.87,2003.81,1977.44,1018.07,583.56
30/09/2003,268.94,2007.5,1979.76,1007.91,587.19
01/10/2003,274.63,2047.63,2023.73,1029.84,588.98
02/10/2003,273.88,2100.04,2074.61,1032.18,600.49
03/10/2003,280.61,2122.5,2097.56,1041.32,602.18
06/10/2003,280.05,2126.36,2097.07,1045.79,607.8
07/10/2003,280.45,2159.11,2135.2,1050.98,610.92
08/10/2003,282.04,2114.98,2088.68,1045.84,612.36
09/10/2003,285.82,2129.99,2103.79,1050.48,615.66
10/10/2003,286.09,2172.74,2148.54,1050.58,618.02
13/10/2003,287.44,2166.54,2141.14,1057.62,619.47
14/10/2003,287.04,2183.54,2163.47,1062.28,616.86
15/10/2003,288.1,2166.55,2141.5,1059.42,619.72
16/10/2003,288.16,2193.87,2171.39,1063.32,623.14
17/10/2003,285.82,2194.44,2171.02,1052.46,624.31
20/10/2003,286.64,2199.56,2175.28,1057.39,624.68
21/10/2003,288.02,2196.59,2170,1059.44,632.04
22/10/2003,285.53,2170.02,2142.57,1044.12,633.48
23/10/2003,283.31,2056.3,2025.48,1047.02,618.71
24/10/2003,283.52,2073.27,2044.69,1042.54,618.1
27/10/2003,285.34,2103.38,2078.39,1044.89,618.11
28/10/2003,286.53,2130.19,2103.27,1060.68,622.12
29/10/2003,288.07,2161.51,2137.8,1061.99,624.13
30/10/2003,289.8,2148.05,2124.1,1060.89,626.14
31/10/2003,288.74,2099.58,2070.23,1064.33,628.29
03/11/2003,290.52,2080.31,2046.5,1072.52,625.35
04/11/2003,290.68,2162.95,2135.31,1066.87,626.39
05/11/2003,288.47,2145.59,2116.52,1065.86,629.52
06/11/2003,288.88,2089.41,2058.07,1071.84,625.37
07/11/2003,293.07,2118.23,2088.79,1067.37,626.75
10/11/2003,291.7,2119.86,2092.88,1061.52,626.94
11/11/2003,290.42,2058.34,2028.89,1060.49,619.99
12/11/2003,294.2,2053.34,2024,1072.94,620.48
13/11/2003,297.06,2091.29,2061.29,1072.96,628.32
14/11/2003,300.52,2067.36,2034.98,1065.07,625.09
17/11/2003,293.64,1993.15,1959.23,1058.58,613.37
18/11/2003,296.04,2011.54,1979.39,1049.39,617.87
19/11/2003,295.74,1954.85,1920.24,1058.07,616.71
20/11/2003,294.66,1992.72,1962.45,1049.64,617.13
21/11/2003,296.15,1994.03,1964.56,1051.12,614.54
24/11/2003,297.8,1987.06,1957.1,1066.91,610.84
25/11/2003,298.38,2004.56,1974.25,1068.79,616.09
26/11/2003,300.97,2042.2,2013.51,1073.91,621.18
27/11/2003,302.13,2049.28,2020.7,1073.88,619.53
28/11/2003,303.69,2039.52,2006.1,1073.83,623.89
01/12/2003,307.81,2082.66,2050.02,1085.61,626.77
02/12/2003,310.42,2098.24,2067.53,1082.88,632.22
03/12/2003,313.53,2096,2064.9,1080.85,637.85
04/12/2003,312.35,2112.02,2083.18,1085.4,638.52
05/12/2003,311.87,2107.96,2078.69,1077.56,639.02
08/12/2003,311.87,2069.86,2039.56,1085.26,638.77
09/12/2003,313.29,2074.12,2042.4,1075.62,638.79
10/12/2003,312.12,2027.81,1991.83,1074.24,639.44
11/12/2003,312,2050.6,2012.95,1085.65,637.51
12/12/2003,314.94,2076.39,2040.75,1088.92,644.97
15/12/2003,317.04,2124.68,2093.76,1082.88,650.13
16/12/2003,317.02,2086.74,2056.58,1089.84,642.31
17/12/2003,317.75,2061.92,2031.38,1091.12,641.21
18/12/2003,319.64,2059.25,2029.49,1104.12,636.19
19/12/2003,319.95,2088.54,2060.56,1103.44,637.69
22/12/2003,320.27,2111.54,2084.13,1107.77,641.42
23/12/2003,321.48,2112.6,2085.2,1111.04,643
24/12/2003,322.79,2110.55,2082.14,1109.66,649.17
25/12/2003,322.79,2111.47,2083.15,1109.66,649.17
26/12/2003,322.66,2123.31,2095.99,1111.65,648.49
29/12/2003,325.49,2139.03,2112.8,1125.36,651.72
30/12/2003,327.45,2174.34,2149.09,1125.07,659.52
31/12/2003,330.59,2171.09,2144.38,1127.9,664.14
01/01/2004,330.59,2171.09,2144.38,1127.9,664.14
02/01/2004,334.41,2177.21,2147.38,1125.42,669.64
05/01/2004,338.2,2227.89,2197.63,1139.55,678.69
06/01/2004,339.95,2221.92,2189.37,1140.74,686.37
07/01/2004,336.43,2214.28,2180.71,1142.91,683.96
08/01/2004,341.6,2221.19,2189.32,1148.58,684.58
09/01/2004,342.79,2238.18,2204.09,1139.17,690.57
12/01/2004,340.87,2238,2202.84,1144.42,691.11
13/01/2004,341,2228.28,2190.5,1138.51,692.22
14/01/2004,341.77,2235.39,2196.93,1146.74,694.81
15/01/2004,340.74,2206.65,2168.42,1147.95,686.91
16/01/2004,338.27,2222.04,2185.56,1156.27,681.5
19/01/2004,339.51,2241.03,2204.64,1156.68,677.87
20/01/2004,342.41,2252.53,2211.99,1156.52,691.32
21/01/2004,345.47,2255.46,2210.56,1164.56,698.61
22/01/2004,349.18,2269.7,2225.86,1160.84,704.52
23/01/2004,348.52,2282.23,2239.76,1158.25,704.57
26/01/2004,343.49,2266.09,2219.48,1171.52,705.29
27/01/2004,346.24,2267.63,2221.77,1160.37,704.01
28/01/2004,346.53,2254.96,2214.82,1144.32,692.98
29/01/2004,336.86,2230.8,2191.91,1148.55,678.07
30/01/2004,335.99,2224.32,2183.12,1146.7,681.15
02/02/2004,337.96,2228.28,2191.65,1150.89,676.26
03/02/2004,339.46,2217.47,2178.02,1151.4,680.95
04/02/2004,336.26,2173.95,2130.44,1141.37,677.29
05/02/2004,338.29,2181.4,2139.54,1143.04,679.17
06/02/2004,343.11,2192.69,2146.97,1157.44,686.63
09/02/2004,346.24,2185,2132.7,1154.9,698.29
10/02/2004,347.78,2186.09,2135.36,1160.67,698.54
11/02/2004,348.41,2185.65,2135.36,1172.42,700.4
12/02/2004,353.18,2201.25,2152.55,1167.1,709.97
13/02/2004,348.91,2220.94,2173.22,1161.01,713.39
16/02/2004,350.45,2224.05,2175.89,1161.22,713.43
17/02/2004,353.73,2237.75,2189.76,1171.88,718.52
18/02/2004,354.54,2224.22,2173.98,1166.47,720.44
19/02/2004,353.93,2219.29,2169.21,1160.54,716.84
20/02/2004,347.77,2189.03,2137,1156.9,707.5
23/02/2004,347.86,2217.52,2170.62,1153.88,702.29
24/02/2004,346.19,2182.4,2131.99,1152.56,704.08
25/02/2004,343.41,2165.63,2116.25,1157.12,700.37
26/02/2004,340.95,2173.56,2123.99,1158.92,699.42
27/02/2004,342.36,2224.12,2176.27,1159.22,705.77
01/03/2004,345.55,2275.6,2232.46,1170.13,709.94
02/03/2004,344.59,2267.94,2226.85,1162.86,705.99
03/03/2004,338.28,2263.17,2225.68,1164.4,689.53
04/03/2004,342.19,2255.54,2216.4,1168.19,692.9
05/03/2004,348.27,2273.2,2235.86,1171.43,702.66
08/03/2004,348.03,2255.46,2215.72,1161.46,701.79
09/03/2004,345.56,2276.95,2241.81,1154.76,703.71
10/03/2004,339.83,2259.79,2225.7,1137.38,689.79
11/03/2004,331.12,2241.73,2209.48,1120.82,678.38
12/03/2004,329.53,2212.19,2178.9,1134.24,673.24
15/03/2004,322.1,2247.76,2218.29,1117.85,675.6
16/03/2004,326.61,2270.42,2242.57,1124.74,683.84
17/03/2004,328.2,2320.14,2295.8,1137.11,684.8
18/03/2004,327.24,2363.94,2344.44,1135.65,691.17
19/03/2004,326.82,2343.09,2320.4,1123.6,692.36
22/03/2004,320.99,2324.52,2304.13,1109.16,686.8
23/03/2004,319.67,2330.4,2309.36,1107.55,685.83
24/03/2004,316.58,2369.21,2349.94,1104.19,684.1
25/03/2004,321.28,2399.79,2386.53,1122.51,679.38
26/03/2004,320.12,2433.68,2423.83,1121.75,685.43
29/03/2004,325.43,2439.15,2430.21,1136.35,685.19
30/03/2004,325.5,2431.48,2417.46,1141.29,694.93
31/03/2004,328.43,2468.94,2458.03,1139.91,700.2
01/04/2004,334.24,2467.84,2454.92,1146.4,708.24
02/04/2004,335.12,2470.2,2455.6,1156.33,704.33
05/04/2004,333.76,2482.96,2469.47,1165.2,702.19
06/04/2004,331.22,2486.95,2472.58,1162.24,708.58
07/04/2004,333.36,2501.36,2487.71,1154.42,713.16
08/04/2004,332.42,2494.25,2479.58,1153.23,710.18
09/04/2004,332.42,2461.06,2443.04,1153.23,710.18
12/04/2004,331.49,2487.19,2471.43,1159.05,712.97
13/04/2004,330.41,2482.98,2465.22,1142.9,704.79
14/04/2004,327.14,2443.98,2428.82,1140.41,684.84
15/04/2004,326.76,2395.61,2380.12,1141.15,683.07
16/04/2004,330.73,2404.57,2389.34,1146.92,686.03
19/04/2004,330.25,2376.18,2359.43,1148.51,688.57
20/04/2004,329.68,2425.04,2412.95,1130.53,685.72
21/04/2004,325.86,2399.22,2387.99,1136.18,678.03
22/04/2004,328,2392.54,2381.72,1152.21,674.17
23/04/2004,328.94,2419.38,2407.2,1152.58,681.43
26/04/2004,329.3,2430.2,2423.64,1148.12,677.74
27/04/2004,330.41,2395.75,2385.23,1150.14,677.1
28/04/2004,324.08,2392.94,2382.25,1132.5,671.48
29/04/2004,323.45,2384.37,2377.16,1123.87,659.59
30/04/2004,322.5,2337.67,2324.28,1117.51,662.37
03/05/2004,323.81,2336.69,2323.33,1127.68,658.14
04/05/2004,326.78,2350.27,2334.86,1131.1,668.08
05/05/2004,330.19,2372.66,2360.86,1132.82,670.04
06/05/2004,322.43,2316.44,2299.4,1125.35,666.05
07/05/2004,317.1,2248.05,2227.67,1109.59,648.77
10/05/2004,307.33,2109.62,2085.23,1096.94,627.37
11/05/2004,310.3,2116.18,2091.84,1105.67,628.75
12/05/2004,308.52,2182.37,2163.36,1107.27,634.9
13/05/2004,310.43,2111.15,2089.16,1105.95,626.22
14/05/2004,308.82,2103.35,2084,1105.03,621.43
17/05/2004,308.33,2041.8,2024.96,1093.62,612.22
18/05/2004,309.51,2078.53,2063.72,1100.78,615.08
19/05/2004,317.3,2161.23,2145.42,1098.87,634.06
20/05/2004,312.08,2141.95,2126.91,1099.42,626.02
21/05/2004,313.69,2204.28,2189.26,1103.92,638.97
24/05/2004,314.08,2206.37,2189.32,1105.94,639.75
25/05/2004,315.64,2182.78,2163.82,1123.68,642.52
26/05/2004,318.77,2216.14,2200,1125.41,647.32
27/05/2004,325.66,2235.95,2217.75,1131.96,661.05
28/05/2004,323.05,2261.08,2244.1,1130.79,658.96
31/05/2004,324.28,2259.4,2241.63,1131.24,660.96
01/06/2004,320.74,2274.52,2259.15,1131.61,657.68
02/06/2004,323.94,2257.42,2240.18,1135.15,653.57
03/06/2004,324.18,2206.55,2188.66,1126.53,643.24
04/06/2004,327.52,2211.09,2192.08,1132.56,646.2
07/06/2004,332.52,2297.4,2280.42,1150.5,660.68
08/06/2004,331.46,2310.73,2295.13,1151.93,658.44
09/06/2004,325.48,2306.87,2291.43,1140.37,649.73
10/06/2004,326.6,2321.51,2306.12,1145.32,655.11
11/06/2004,323.79,2302.43,2286.04,1145.35,653.21
14/06/2004,321.78,2278.36,2264.13,1133.84,649.02
15/06/2004,324.37,2283.15,2269.27,1140.92,645.94
16/06/2004,324.48,2316.29,2304.06,1142.85,648.6
17/06/2004,325.32,2320.49,2310.68,1141.84,646.5
18/06/2004,329.02,2298.59,2290.68,1144.88,649.03
21/06/2004,327.81,2333.06,2329.12,1140.18,652
22/06/2004,324.52,2318.34,2313.05,1144.91,648.4
23/06/2004,325.72,2318.75,2313.38,1154.59,650.32
24/06/2004,330.88,2377.23,2373.13,1151.79,659.32
25/06/2004,329.49,2370.65,2365.41,1145.07,658.49
28/06/2004,333.8,2390.91,2386.52,1144.19,660.28
29/06/2004,330.93,2380.33,2375.63,1147.1,653.18
30/06/2004,330.96,2369.82,2361.63,1152.12,660.64
01/07/2004,329.94,2386.37,2379.24,1140.89,665.6
02/07/2004,331.44,2352.37,2342.58,1137.39,670.74
05/07/2004,330.47,2311.02,2295.91,1137.36,671.24
06/07/2004,328.01,2301.6,2284.08,1128.26,676.65
07/07/2004,330.19,2300,2281.05,1130.72,684.45
08/07/2004,332.06,2283.62,2265.94,1121.56,682.08
09/07/2004,331.73,2312.95,2297.07,1125.58,681.93
12/07/2004,330.55,2339.92,2325.23,1126.35,686.56
13/07/2004,328.7,2331.37,2317.64,1127.06,683.27
14/07/2004,329.44,2302.62,2288.3,1123.8,675.89
15/07/2004,325.04,2299.12,2284.55,1118.79,675.36
16/07/2004,327.17,2315.22,2300.32,1114.06,683.11
19/07/2004,324.73,2324.84,2309.14,1114.19,685.45
20/07/2004,324.84,2300.73,2283.94,1121.5,678.56
21/07/2004,323.34,2296.15,2275.18,1106.61,674.01
22/07/2004,319.05,2284.69,2264.13,1109.68,671.05
23/07/2004,314.57,2252.01,2228.95,1098.78,663.74
26/07/2004,312.36,2245.53,2221.74,1095.49,664.1
27/07/2004,313.27,2209.9,2182.61,1105.16,660.5
28/07/2004,312.57,2222.35,2195.88,1106.14,659.48
29/07/2004,318.37,2203.93,2176.46,1112.01,658.85
30/07/2004,317.79,2245.67,2221.58,1113.36,665.58
02/08/2004,315.72,2251.35,2228.53,1118.07,668.39
03/08/2004,318.04,2242.6,2217.24,1112.18,672.53
04/08/2004,314.57,2208.03,2180.53,1110.6,670.04
05/08/2004,315.12,2211.48,2180.26,1092.88,671.3
06/08/2004,312.94,2219.54,2189.33,1076.73,677.36
09/08/2004,310.28,2200.74,2168.43,1077.69,676.11
10/08/2004,314.17,2197.98,2166.63,1091.36,673.77
11/08/2004,308.92,2220.01,2192.41,1087.34,671.11
12/08/2004,308.85,2210.68,2181.45,1074.53,669.58
13/08/2004,311.07,2178.88,2147.93,1076.89,669.64
16/08/2004,313.75,2156.62,2125.17,1091.3,667.45
17/08/2004,314.8,2180.26,2150.26,1093.88,667.12
18/08/2004,314.72,2197.92,2168.72,1106.93,667.33
19/08/2004,316.8,2228.07,2198.18,1103.9,678.27
20/08/2004,315.16,2232.31,2203.44,1111.46,679.28
23/08/2004,316.26,2238.02,2207.62,1108.16,681.16
24/08/2004,314.08,2245.91,2213.62,1108.85,676.04
25/08/2004,314.05,2258.46,2224.63,1117.63,676.87
26/08/2004,316.63,2273.18,2240.3,1117.38,675.85
27/08/2004,316.91,2286.3,2255.72,1120.16,679.49
30/08/2004,316.35,2278.81,2247.14,1111.25,676.21
31/08/2004,316.62,2270.87,2237.37,1116.86,681.81
01/09/2004,319.29,2286.46,2251.49,1119.52,685.95
02/09/2004,320.67,2292.45,2257.1,1131.4,682.46
03/09/2004,320.6,2249.4,2211.85,1126.3,676.4
06/09/2004,322.34,2290.12,2253.96,1126.44,679.75
07/09/2004,322.69,2308.86,2271.94,1134.35,684.52
08/09/2004,323.67,2309.39,2273.88,1129.34,683.65
09/09/2004,323.15,2278.4,2240.95,1131.81,678.55
10/09/2004,328.39,2275.26,2236.87,1136.86,687.9
13/09/2004,330.72,2286.34,2246.14,1139.43,689.72
14/09/2004,330.89,2302.64,2263.07,1141.75,697.96
15/09/2004,326.46,2266.59,2224.13,1133.37,692.24
16/09/2004,326.78,2265.87,2221.83,1137.22,696.15
17/09/2004,329.6,2249.24,2203.62,1141.56,695.43
20/09/2004,328.03,2252.1,2207.83,1136.19,696.79
21/09/2004,332.62,2249.01,2203.22,1144.31,698.91
22/09/2004,329.12,2234.66,2188.21,1129.27,703.32
23/09/2004,328.02,2239.12,2194.26,1124.22,707.17
24/09/2004,327.86,2207.05,2162.95,1125.93,700.53
27/09/2004,326.82,2187.35,2141.65,1118.95,700.61
28/09/2004,328.16,2175.44,2129.85,1125.66,703.1
29/09/2004,330.15,2182.25,2137.28,1130.72,705.21
30/09/2004,330.8,2222.77,2178.7,1130.9,715.32
01/10/2004,337.27,2244.99,2203.13,1148.06,714.3
04/10/2004,337.04,2277.74,2234.62,1151.58,719.9
05/10/2004,338.9,2278.81,2235.87,1151.2,723.21
06/10/2004,338.85,2288.48,2247.68,1158.99,722.5
07/10/2004,338.5,2278.13,2236.7,1147.6,724.15
08/10/2004,340.31,2303.54,2265.31,1139.85,727.03
11/10/2004,338.98,2312.99,2276.2,1141.93,727.76
12/10/2004,333.84,2276.15,2237.21,1139.16,725.77
13/10/2004,333.66,2266.91,2228.07,1130.82,720.58
14/10/2004,335.2,2247.84,2209.53,1121.7,722.16
15/10/2004,337.51,2249.63,2210.01,1126.3,724.67
18/10/2004,337.79,2238.2,2198.52,1131.98,718.69
19/10/2004,341.27,2267.19,2227.72,1121.35,723.18
20/10/2004,340.28,2242.73,2203.74,1122.78,723.18
21/10/2004,342.28,2242.16,2202.84,1125.88,725.19
22/10/2004,343.46,2251.35,2212.87,1115.1,725.44
25/10/2004,341.26,2236.07,2198.73,1114.41,724.37
26/10/2004,341.87,2235.5,2197.62,1130.15,727.5
27/10/2004,346.65,2244.11,2206.62,1144.11,734.5
28/10/2004,348.91,2284.39,2245.26,1146.05,742.52
29/10/2004,347.8,2272.71,2233.58,1149.5,742.79
01/11/2004,351.05,2261.66,2221.49,1149.58,745.01
02/11/2004,352.41,2294.97,2254.3,1149.24,748.5
03/11/2004,355.87,2299.31,2256.21,1162.3,762.66
04/11/2004,357.88,2314.58,2273.51,1180.38,763.54
05/11/2004,360.77,2342.49,2301.67,1184.87,767.6
08/11/2004,361.98,2328.95,2286.96,1183.54,763.33
09/11/2004,360.43,2319.89,2277.48,1182.43,764.21
10/11/2004,361.92,2299.08,2253.09,1181.22,767.67
11/11/2004,364.8,2283.84,2237.39,1191.64,771.32
12/11/2004,366.1,2333.18,2288.66,1202.63,777.65
15/11/2004,365.43,2373.15,2330.91,1202.09,783.47
16/11/2004,363.95,2369.15,2328.5,1194.95,781.86
17/11/2004,370.19,2383.13,2341.78,1201.75,789.29
18/11/2004,368.85,2373.3,2331.54,1202.42,786.27
19/11/2004,368.42,2400.72,2360.68,1190.1,791.24
22/11/2004,366.23,2353.8,2310.02,1197.77,786.01
23/11/2004,367.23,2350.8,2302.88,1197.2,795.27
24/11/2004,369.53,2367.57,2320.82,1202.3,800.13
25/11/2004,374.85,2382.38,2337.11,1202.78,806.83
26/11/2004,374.8,2371.9,2325.98,1203.79,804.86
29/11/2004,375.09,2402.2,2356.79,1199.8,806.46
30/11/2004,373.23,2386.55,2340.96,1194.6,799.4
01/12/2004,377.82,2362.82,2313.59,1211.95,795.91
02/12/2004,378.52,2395.44,2347.4,1210.35,803.65
03/12/2004,379.92,2420.58,2375.54,1210.63,803.1
06/12/2004,380.65,2401.76,2355.28,1209.71,804.11
07/12/2004,382.23,2378.21,2329.66,1195.82,799.43
08/12/2004,377.19,2351.62,2303.22,1200.65,778.12
09/12/2004,374.03,2320.54,2271.32,1206.94,773.06
10/12/2004,374.81,2299.52,2249.21,1205.37,773.08
13/12/2004,379.84,2324.13,2275.38,1215.49,779.6
14/12/2004,380.24,2336.34,2286.31,1220.3,785.31
15/12/2004,383.21,2371.58,2323.08,1224,793.75
16/12/2004,380.3,2365.71,2317.82,1220.8,790.84
17/12/2004,375.63,2383.98,2336.88,1212.82,794.86
20/12/2004,381.77,2391.71,2343.01,1213.84,802.7
21/12/2004,381.38,2388.88,2340.01,1224.87,805.09
22/12/2004,384.81,2408.93,2362.97,1228.63,806.76
23/12/2004,389.25,2420.31,2373.69,1229.34,809.18
24/12/2004,390.31,2445.26,2401.48,1230.13,815.04
27/12/2004,392.19,2454.49,2411.88,1225.52,818.44
28/12/2004,392.72,2464.68,2421.58,1233.94,820.19
29/12/2004,392.01,2442.59,2397.08,1233.68,817.99
30/12/2004,393.36,2487.58,2446.61,1234.72,821.97
31/12/2004,392.33,2501.26,2460.1,1233.46,827.74
03/01/2005,391.37,2492.08,2450.42,1222.74,822.26
04/01/2005,387.13,2464.35,2422.6,1207.92,814.39
05/01/2005,383.79,2451.24,2412.56,1202.48,806.46
06/01/2005,383.01,2433.64,2393.46,1206.26,801.4
07/01/2005,381.03,2428.18,2389.6,1204.4,802.04
10/01/2005,382.33,2436.4,2398.18,1209.13,804.87
11/01/2005,380.74,2468.84,2434.22,1202.27,807.6
12/01/2005,382.14,2482.1,2448.01,1208.05,812.39
13/01/2005,381.39,2465.72,2428.56,1198,811.24
14/01/2005,379.65,2469.8,2435.28,1204.53,803.72
17/01/2005,381.29,2487.58,2452.69,1204.6,806.99
18/01/2005,379.44,2465.67,2428.83,1215.65,803.44
19/01/2005,379.76,2466.46,2428.52,1204.2,806.9
20/01/2005,375.15,2427.06,2388.07,1195.33,802.04
21/01/2005,376.92,2420.93,2382.38,1188.47,806.18
24/01/2005,377.36,2441.6,2406.72,1184.71,806.4
25/01/2005,377.51,2412.04,2372.36,1188.24,807.24
26/01/2005,380.93,2454.38,2416.46,1194.83,816.58
27/01/2005,381.26,2438.18,2399.72,1194.53,823.03
28/01/2005,379.09,2431.82,2391.65,1190.85,822.1
31/01/2005,383.42,2443.34,2402.92,1200.81,825.26
01/02/2005,385.42,2429.05,2389.58,1208.79,823.64
02/02/2005,387.64,2439.72,2400.73,1212.76,828.46
03/02/2005,384.44,2416.52,2375.53,1209.02,825.67
04/02/2005,387.64,2431.84,2391.42,1222.26,830.29
07/02/2005,386.27,2433.69,2391.11,1220.64,836.74
08/02/2005,384.87,2408.88,2363.24,1221.76,829.5
09/02/2005,384.4,2413.87,2368.75,1211.84,831.3
10/02/2005,387.02,2427.87,2384.16,1217.78,843.24
11/02/2005,390.7,2426.44,2382.13,1226.26,843.87
14/02/2005,393.27,2457.5,2413.49,1227.64,846.32
15/02/2005,395.16,2466.78,2423.97,1231.08,842.45
16/02/2005,393.71,2446.44,2401.94,1231.36,841.4
17/02/2005,396.44,2437.71,2393.08,1222.64,847.73
18/02/2005,396.94,2446.9,2400.69,1223.95,849.77
21/02/2005,395.48,2453.22,2407.13,1223.9,853.02
22/02/2005,397.74,2471.11,2427.71,1206.81,853.55
23/02/2005,394.82,2430.32,2385.18,1212.81,842.02
24/02/2005,395.24,2432.05,2384.73,1221.55,840.46
25/02/2005,399.4,2455.99,2410.24,1233.75,845.7
28/02/2005,401.09,2494.15,2451.91,1226.03,859.26
01/03/2005,400.78,2492.98,2451.19,1232.17,854.65
02/03/2005,398.5,2493.56,2453.14,1232.51,851.15
03/03/2005,398.37,2497.35,2456.95,1232.77,854.37
04/03/2005,405.4,2511.33,2474.25,1245.52,860.67
07/03/2005,404.56,2510.07,2472.01,1248.65,863.95
08/03/2005,407.05,2519.46,2481.07,1244.22,870.76
09/03/2005,405.66,2545.51,2506.9,1231.68,868.91
10/03/2005,403.62,2526.6,2488.05,1233.12,861.64
11/03/2005,405.8,2537.7,2499.96,1224.61,861.23
14/03/2005,402.96,2505.02,2465.14,1231.94,860.51
15/03/2005,403.66,2510.1,2472.33,1223.36,859.49
16/03/2005,401.16,2528.35,2490.39,1213.68,867.07
17/03/2005,400.21,2504.41,2464.75,1216.25,864.29
18/03/2005,399.03,2515.64,2476.48,1215.32,865.71
21/03/2005,394.26,2512.43,2472.47,1209.34,864.91
22/03/2005,396.14,2511.73,2472.54,1198.25,861.52
23/03/2005,389.17,2475.88,2437.58,1197.4,836.68
24/03/2005,391.04,2453.25,2412.88,1196.61,829.51
25/03/2005,391.04,2463.43,2424.02,1196.61,829.51
28/03/2005,388.29,2452.84,2413.16,1198.73,826.66
29/03/2005,389.9,2406.04,2364.67,1190.31,819.99
30/03/2005,390.02,2398.03,2355.93,1206.13,821.84
31/03/2005,391.16,2428.74,2387.75,1206.65,825.02
01/04/2005,391.45,2430.15,2389.49,1199.2,828.57
04/04/2005,385.19,2405.61,2361.71,1201.47,822.7
05/04/2005,388.27,2417.27,2374.23,1206.54,825.01
06/04/2005,390.42,2426.78,2384.43,1209.38,822.11
07/04/2005,393.64,2435.58,2392.34,1216.23,828.22
08/04/2005,392.07,2437.76,2393.54,1206.02,835.13
11/04/2005,394.57,2432.56,2387.59,1205.78,834.67
12/04/2005,390.48,2404.56,2357.17,1211.97,834.74
13/04/2005,392.68,2418.59,2370.73,1197.62,838.78
14/04/2005,388.86,2387.04,2337.06,1185.5,826.5
15/04/2005,385.04,2367.04,2318.06,1166.76,814.18
18/04/2005,379.2,2290.18,2239.11,1170.03,797.55
19/04/2005,381.13,2327.48,2277.34,1177.69,810.39
20/04/2005,380.85,2339.88,2290.13,1163.05,815.89
21/04/2005,382.71,2323.42,2270.33,1184.82,818.38
22/04/2005,384.67,2356.35,2305.21,1177.22,826.46
25/04/2005,382.7,2366.93,2315.7,1186.81,824.59
26/04/2005,381.34,2356.22,2301.55,1177,825.33
27/04/2005,375.97,2356.75,2302.45,1180.73,823.83
28/04/2005,372.98,2357.56,2302.94,1167.36,824.89
29/04/2005,373.14,2378.69,2326.21,1181.02,822.71
02/05/2005,373.58,2376.69,2324.24,1186.65,825.39
03/05/2005,376.22,2376.74,2323.91,1185.5,818.56
04/05/2005,380.18,2395.42,2343.18,1200.66,816.8
05/05/2005,382.41,2392.9,2339.59,1198.06,820.97
06/05/2005,381.04,2424.5,2373.98,1197.22,821.79
09/05/2005,379.4,2406.27,2353.59,1205,820.98
